#LINK,,,,,,,,
#file_name,keifuku_rosenkeitou,,,,,,,
#lang,ja,,,,,,,
#attribution_name,fukuishi,,,,,,,
#property,路線番号,系統番号,順序,バス停番号,バス停番号枝番,路線名,系統名,バス停名
#object_type_xsd,int,int,int,int,int,string,string,string
#property_context,assertion,assertion,assertion,assertion,assertion,assertion,assertion,assertion
1648,8,6,25,901,0,コミュニティバス,坂井市　高椋中ルート　②便,四ツ柳
1649,8,6,26,4089,0,コミュニティバス,坂井市　高椋中ルート　②便,高田
1650,8,6,27,4090,0,コミュニティバス,坂井市　高椋中ルート　②便,油為頭
1651,8,6,28,4147,0,コミュニティバス,坂井市　高椋中ルート　②便,葉咲野
1652,8,6,29,4146,0,コミュニティバス,坂井市　高椋中ルート　②便,筑後清水
1653,8,6,30,4145,0,コミュニティバス,坂井市　高椋中ルート　②便,豊原高瀬
1654,8,6,31,902,0,コミュニティバス,坂井市　高椋中ルート　②便,長崎高瀬
1655,8,6,32,903,0,コミュニティバス,坂井市　高椋中ルート　②便,牛ケ島
1656,8,6,33,904,0,コミュニティバス,坂井市　高椋中ルート　②便,儀間
1657,8,6,34,4141,0,コミュニティバス,坂井市　高椋中ルート　②便,竜北
1658,8,6,35,4140,0,コミュニティバス,坂井市　高椋中ルート　②便,寅国
1659,8,6,36,4139,0,コミュニティバス,坂井市　高椋中ルート　②便,高椋小学校
1660,8,6,37,4138,0,コミュニティバス,坂井市　高椋中ルート　②便,下谷
1661,8,6,38,825,11,コミュニティバス,坂井市　高椋中ルート　②便,丸岡バスターミナル
1662,8,6,39,2003,1,コミュニティバス,坂井市　高椋中ルート　②便,丸岡中央商店街
1663,8,6,40,4047,0,コミュニティバス,坂井市　高椋中ルート　②便,霞交番前
1664,8,6,41,4046,0,コミュニティバス,坂井市　高椋中ルート　②便,仲村の家具
1665,8,6,42,4045,0,コミュニティバス,坂井市　高椋中ルート　②便,城北ふれあい会館前
1666,8,6,43,4044,0,コミュニティバス,坂井市　高椋中ルート　②便,城北
1667,8,6,44,4043,0,コミュニティバス,坂井市　高椋中ルート　②便,霞の郷
1668,8,7,1,4043,0,コミュニティバス,坂井市　高椋中ルート　③便,霞の郷
1669,8,7,2,4044,0,コミュニティバス,坂井市　高椋中ルート　③便,城北
1670,8,7,3,4045,0,コミュニティバス,坂井市　高椋中ルート　③便,城北ふれあい会館前
1671,8,7,4,4046,0,コミュニティバス,坂井市　高椋中ルート　③便,仲村の家具
1672,8,7,5,4047,0,コミュニティバス,坂井市　高椋中ルート　③便,霞交番前
1673,8,7,6,2003,1,コミュニティバス,坂井市　高椋中ルート　③便,丸岡中央商店街
1674,8,7,7,825,11,コミュニティバス,坂井市　高椋中ルート　③便,丸岡バスターミナル
1675,8,7,8,4138,0,コミュニティバス,坂井市　高椋中ルート　③便,下谷
1676,8,7,9,4139,0,コミュニティバス,坂井市　高椋中ルート　③便,高椋小学校
1677,8,7,10,4140,0,コミュニティバス,坂井市　高椋中ルート　③便,寅国
1678,8,7,11,4141,0,コミュニティバス,坂井市　高椋中ルート　③便,竜北
1679,8,7,12,904,0,コミュニティバス,坂井市　高椋中ルート　③便,儀間
1680,8,7,13,903,0,コミュニティバス,坂井市　高椋中ルート　③便,牛ケ島
1681,8,7,14,902,0,コミュニティバス,坂井市　高椋中ルート　③便,長崎高瀬
1682,8,7,15,4145,0,コミュニティバス,坂井市　高椋中ルート　③便,豊原高瀬
1683,8,7,16,4146,0,コミュニティバス,坂井市　高椋中ルート　③便,筑後清水
1684,8,7,17,4147,0,コミュニティバス,坂井市　高椋中ルート　③便,葉咲野
1685,8,7,18,4090,0,コミュニティバス,坂井市　高椋中ルート　③便,油為頭
1686,8,7,19,4089,0,コミュニティバス,坂井市　高椋中ルート　③便,高田
1687,8,7,20,901,0,コミュニティバス,坂井市　高椋中ルート　③便,四ツ柳
1688,8,7,21,4148,0,コミュニティバス,坂井市　高椋中ルート　③便,今市
1689,8,7,22,4149,0,コミュニティバス,坂井市　高椋中ルート　③便,四郎丸
1690,8,7,23,899,0,コミュニティバス,坂井市　高椋中ルート　③便,磯部島
1691,8,7,24,1084,0,コミュニティバス,坂井市　高椋中ルート　③便,熊堂
1692,8,7,25,1083,0,コミュニティバス,坂井市　高椋中ルート　③便,磯部福庄
1693,8,7,26,4153,0,コミュニティバス,坂井市　高椋中ルート　③便,宇随
1694,8,7,27,4154,0,コミュニティバス,坂井市　高椋中ルート　③便,羽崎
1695,8,7,28,4155,0,コミュニティバス,坂井市　高椋中ルート　③便,藤田神経内科病院前
1696,8,7,29,4156,0,コミュニティバス,坂井市　高椋中ルート　③便,新九頭竜１区
1697,8,7,30,4157,0,コミュニティバス,坂井市　高椋中ルート　③便,八丁
1698,8,7,31,4158,0,コミュニティバス,坂井市　高椋中ルート　③便,反保
1699,8,7,32,4087,0,コミュニティバス,坂井市　高椋中ルート　③便,丸岡南中
1700,8,7,33,4159,0,コミュニティバス,坂井市　高椋中ルート　③便,安田新東
1701,8,7,34,4160,0,コミュニティバス,坂井市　高椋中ルート　③便,高柳２区
1702,8,7,35,4161,0,コミュニティバス,坂井市　高椋中ルート　③便,吉政
1703,8,7,36,4162,0,コミュニティバス,坂井市　高椋中ルート　③便,共栄
1704,8,7,37,4163,0,コミュニティバス,坂井市　高椋中ルート　③便,西里丸岡
1705,8,7,38,825,11,コミュニティバス,坂井市　高椋中ルート　③便,丸岡バスターミナル
1706,8,8,1,4043,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,霞の郷
1707,8,8,2,4044,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,城北
1708,8,8,3,4045,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,城北ふれあい会館前
1709,8,8,4,4046,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,仲村の家具
1710,8,8,5,4047,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,霞交番前
1711,8,8,6,4048,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,丸岡高校前
1712,8,8,7,2003,1,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,丸岡中央商店街
1713,8,8,8,825,11,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,丸岡バスターミナル
1714,8,8,9,4051,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,石城戸町
1715,8,8,10,4052,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,八幡町
1716,8,8,11,4053,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,猪爪
1717,8,8,12,879,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,新間
1718,8,8,13,4093,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,末政
1719,8,8,14,4092,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,板倉北
1720,8,8,15,4091,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,板倉南
1721,8,8,16,4090,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,油為頭
1722,8,8,17,4089,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,高田
1723,8,8,18,901,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,四ツ柳
1724,8,8,19,4086,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,安田新
1725,8,8,20,4085,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,下安田
1726,8,8,21,4084,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,磯部コミュニティセンター
1727,8,8,22,819,2,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,南横地
1728,8,8,23,4082,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,中筋東
1729,8,8,24,4081,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,中筋
1730,8,8,25,4080,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,中筋高田
1731,8,8,26,4079,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,為国幸
1732,8,8,27,4078,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,ＪＲ春江駅
1733,8,8,28,4077,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,春江小学校東
1734,8,8,29,4075,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,春江支所
1735,8,8,30,4074,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,春江中学校
1736,8,8,31,4073,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,西春江ハートピア駅
1737,8,8,32,4072,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,松木
1738,8,8,33,4070,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,中庄
1739,8,8,34,4069,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,石塚口
1740,8,8,35,4068,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,ゆりの里
1741,8,8,36,4067,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,大石コミュニティセンター
1742,8,8,37,4066,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,リリータウン
1743,8,8,38,4065,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,西長田
1744,8,8,39,4064,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,東長田
1745,8,8,40,4020,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,いねす
1746,8,8,41,4021,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,坂井老人福祉センター
1747,8,8,42,4022,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,坂井市役所
1748,8,8,43,4023,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,東十郷コミュニティセンター
1749,8,8,44,717,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,新庄
1750,8,8,45,4024,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,駅前区
1751,8,8,46,716,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,ＪＲ丸岡駅
1752,8,8,47,717,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,新庄
1753,8,8,48,4063,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,朝日
1754,8,8,49,4062,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,宮領
1755,8,8,50,4167,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,田島新
1756,8,8,51,4061,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,田島
1757,8,8,52,4060,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,田島窪
1758,8,8,53,4059,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,一本田福所
1759,8,8,54,4058,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,田町
1760,8,8,55,4055,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,北霞
1761,8,8,56,4054,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,一筆啓上茶屋
1762,8,8,57,4048,0,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,丸岡高校前
1763,8,8,58,2003,1,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,丸岡中央商店街
1764,8,8,59,825,11,コミュニティバス,坂井市　丸岡春江ルート　右回り⑤便,丸岡バスターミナル
1765,8,9,1,4043,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,霞の郷
1766,8,9,2,4044,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,城北
1767,8,9,3,4045,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,城北ふれあい会館前
1768,8,9,4,4046,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,仲村の家具
1769,8,9,5,4047,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,霞交番前
1770,8,9,6,2003,1,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,丸岡中央商店街
1771,8,9,7,825,11,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,丸岡バスターミナル
1772,8,9,8,2003,1,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,丸岡中央商店街
1773,8,9,9,4048,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,丸岡高校前
1774,8,9,10,4054,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,一筆啓上茶屋
1775,8,9,11,4055,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,北霞
1776,8,9,12,4058,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,田町
1777,8,9,13,4059,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,一本田福所
1778,8,9,14,4060,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,田島窪
1779,8,9,15,4061,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,田島
1780,8,9,16,4167,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,田島新
1781,8,9,17,4062,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,宮領
1782,8,9,18,4063,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,朝日
1783,8,9,19,4024,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,駅前区
1784,8,9,20,716,0,コミュニティバス,坂井市　丸岡春江ルート　左回り⑤便,ＪＲ丸岡駅
